,blob_hash,blob_bytes,blob_path,mime,language_guesslang,language_linguist,repo_name,basename,path_reversed,type
3912,00ed7fdd3d9a855ff823f2908095c82272ea0aaa,86111,/ssd/swh-datasets/blobs-C,text/x-c,C,C,obs-studio,obs.h,libobs,h
3913,00ed8d14904e178dbcf8d1415ae4191e3a8cec94,3210,/ssd/swh-datasets/blobs-C,text/x-c,C,C,raylib,utils.h,src,h
3914,00eda7c60f2136f3b9dda995929be41a6b786131,111840,/ssd/swh-datasets/blobs-C,text/x-c,C,OpenCL,libuv,winapi.h,win/src,h
3915,00edd050adfb9a5c2954fed707b0889974e8b267,35796,/ssd/swh-datasets/blobs-C,text/x-c,C,C,HandBrake,work.c,libhb,c
3916,00edd09d73d04d0f2b1aa0f0740a37266758d283,805,/ssd/swh-datasets/blobs-C,text/plain,CoffeeScript,TSX,Mailspring,image-file-upload.cjsx,lib/composer/internal_packages,cjsx
3917,00edef2cfebd4c7cd23a64676354cbf0570b9aa2,12863,/ssd/swh-datasets/blobs-C,text/x-c,C,JSON with Comments,qmk_firmware,PeripheralPins.c,TARGET_DISCO_F334C8/TARGET_STM32F3/TARGET_STM/hal/targets/mbed/libraries/mbed-sdk/mbed/tool/tmk_core,c
3918,00ee0a45c7e8a279e19b76f17134b159ffdd2a3e,20167,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,layout.c,,c
3919,00ee1ba600072f4643c1f87fd93f2248a7815567,38933,/ssd/swh-datasets/blobs-C,text/x-c,C,C,twemproxy,nc_conf.c,src,c
3920,00ee25283544a697115518552db7068d6386d4e9,3113,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,tig,graph-argument-test,main/test,
3921,00ee33b1438cb902a749a3949e3abd946e20c68b,5479,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,cfg.c,,c
3922,00ee38addb042f591271ddbe274bd1c10a755ae0,17798,/ssd/swh-datasets/blobs-C,text/x-c,C,C,libsodium,utils.c,sodium/libsodium/src,c
3923,00ee54599a37279e176bd576d24670db350ba601,384,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,obs-studio,jim-nvenc.h,obs-ffmpeg/plugins,h
3924,00ee62d29bfe25acf41bf52d6279b13db7bc55d3,26923,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,systrace.c,dtrace/dev/bsd,c
3925,00ee6c94c277a748bb5f6f95ce459d3be856d391,94301,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,vfs_xattr.c,vfs/bsd,c
3926,00ee6dd1c83d482248ea10a7a11d3619dd98eb49,8163,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lua-nginx-module,ngx_http_lua_rewriteby.c,src,c
3927,00ee774421ec50eb9b810038290357652950b323,57500,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,openwrt,100-netfilter_layer7_2.17.patch,patches-2.6.30/generic-2.6/linux/target,patch
3928,00ee7f89159c8ff08c71d3c32b6d25ce6b607193,1014,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,sedan/clawsome/keyboards,mk
3929,00ee830154c9981e0516a64f4fd4c52645f1479f,2755,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,poolTests.c,tests,c
3930,00eebadc19af474f3df47e5425ef1779b9334c0c,9502,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lvgl,lv_fs.h,lv_misc/src,h
3931,00eed888740a18460877b492cba59c4d2a31808a,2585,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,Makefile,image/mpc85xx/linux/target,
3932,00eee5160223e7a28c798867636ec16cde02eedb,3776,/ssd/swh-datasets/blobs-C,text/x-c,C,X PixMap,openwrt,machtype.h,ar71xx/mips/arch/files/ar71xx/linux/target,h
3933,00eee7571a11af98d1afaa572e6e93d08fd0259d,3137,/ssd/swh-datasets/blobs-C,text/plain,SQL,SQL,timescaledb,ddl.sql,regression/tests/sql/extension,sql
3934,00eefc7bf755cdc75de3fdb1ac2e79af28f5aabf,4699,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,LUFAConfig.h,Config/DualMIDI/ClassDriver/Device/Demos/lufa/lib,h
3935,00ef003241a1153e46218dbf51c2cbc65fdf5f4c,14464,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,in_pcblist.c,netinet/bsd,c
3936,00ef03289172d6018901e2d58b17d1d68840bb1b,775,/ssd/swh-datasets/blobs-C,text/plain,SQL,Perl,timescaledb,pg_dump.sql,sql/test,sql
3937,00ef1b1901c1bacb6fb953201ca94e31417ee979,2997,/ssd/swh-datasets/blobs-C,text/plain,HTML,Perl,curl,test590,data/tests,
3938,00ef21d93f30d0776f401412e8dce30deb0aaa69,1555,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,machine_cpu.h,i386/osfmk,h
3939,00ef3b35569c409acc8c983bf76638b2e872e488,22454,/ssd/swh-datasets/blobs-C,text/x-c,C,C,curl,urldata.h,lib,h
3940,00ef3c517d6cfb22eb3184146e2fce449dc183f6,5359,/ssd/swh-datasets/blobs-C,text/x-makefile,Makefile,Perl,curl,Makefile.am,libcurl/docs,am
3941,00ef4ffdd50910f57a5d06545bf780ee63e815d8,2725,/ssd/swh-datasets/blobs-C,text/x-diff,Lua,JavaScript,openwrt,531-board_AR-5387un.patch,patches-4.4/brcm63xx/linux/target,patch
3942,00ef6b7a1d4cb177329d83d27a2d38eaf278d191,1609,/ssd/swh-datasets/blobs-C,text/x-diff,Markdown,Perl,lede,704-v4.20-net-phy-Stop-with-excessive-soft-reset.patch,backport-4.19/generic/linux/target,patch
3943,00ef81333ff5a2d18ccf58132737dcaf2cd414f0,25977,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,kxld_seg.c,kxld/libkern,c
3944,00efc54e37deb59f2720e2d454b5687445e2690a,2855,/ssd/swh-datasets/blobs-C,text/x-c,C,MQL5,raylib,screen_logo.c,screens/advance_game/templates,c
3945,00efd3425014c7baf52b432360a8c1c403f09b46,387,/ssd/swh-datasets/blobs-C,text/plain,CMake,CMake,obs-studio,FindAppKit.cmake,Modules/cmake,cmake
3946,00eff076b20f31d81248f5013efbfa498c484ce8,298,/ssd/swh-datasets/blobs-C,text/x-c,C++,C++,openwrt,mt7628an_onion_omega2.dts,dts/ramips/linux/target,dts
3947,00eff1067a56224639dd80c0e9b9a10bea6bd47e,76771,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,netdata,alarm-notify.sh,plugins.d,sh
3948,00efffcbfbd8c1439bd8ae01c7aa24f74575afcb,23854,/ssd/swh-datasets/blobs-C,text/plain,SQL,HiveQL,timescaledb,data_node.sql,sql/test/tsl,sql
3949,00f009ce67585cc55799e6bad710f6d3d110203f,24312,/ssd/swh-datasets/blobs-C,text/x-c,C,C,micropython,pybuart.c,mods/cc3200,c
3950,00f012c425190a00d1666964e51fce9c1410dd93,1977,/ssd/swh-datasets/blobs-C,text/plain,C++,Perl,openwrt,HG255D.dts,dts/ramips/linux/target,dts
3951,00f025b8032ee4e67339bccf6386a84f433e7d9d,2122,/ssd/swh-datasets/blobs-C,text/x-c,Assembly,R,qmk_firmware,niu_mini.h,niu_mini/keyboards,h
3952,00f0339b026dcfa1def0a1b6511cd66046745a47,1172,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,lede,Makefile,fwtool/system/package,
3953,00f0378a947e6a2d8121fcf7f89966da442bbf40,3688,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,cmd-pipe-pane.c,,c
3954,00f03d49535a22e4b90205d869a66a1e0501605b,12267,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Ring,openwrt,config-5.10,imx6/linux/target,10
3955,00f04208b421542c25b1c258304ab9b13676b254,54128,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,zstd_decompress_block.c,decompress/lib,c
3956,00f04c0d32783b65d0d91472195d29d4720f5a7b,4159,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,alpha/suihankey/kakunpc/keyboards,h
3957,00f04d816ec9754a5c984c8f301cc162e4e62348,1492,/ssd/swh-datasets/blobs-C,text/x-diff,C,Objective-C,openwrt,0018-Use-ndelay-rather-than-udelay.-Thanks-lb.patch,patches-3.10/brcm2708/linux/target,patch
3958,00f05d8c97e7963f23dc48a79ec0b09b88d52e20,171,/ssd/swh-datasets/blobs-C,image/png,INI,Shell,ijkplayer,abc_list_focused_holo.9.png,drawable-mdpi/res/appcompat/contrib/android,png
3959,00f05fb1d9589469fe92727329b38f0a5a9ccc30,3275,/ssd/swh-datasets/blobs-C,text/plain,CMake,Makefile,curl,curl.list.in,EPM/packages,in
3960,00f08cdbcaf3c9e99fa1052a96c432eddb419612,2856,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,io_map.c,ppc/osfmk,c
3961,00f092df13e24b0dc4de27fa20dfbf72e33be544,10476,/ssd/swh-datasets/blobs-C,text/x-c,C,C,obs-studio,video-io.c,media-io/libobs,c
3962,00f0955fa425d1a505c4a6bcd47fc481eb2dc41f,1226,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,openwrt,408-changeset_r3337.patch,patches/madwifi/package,patch
3963,00f0b5c120967807152d8fe02e3f81c064e8997e,3085,/ssd/swh-datasets/blobs-C,application/json,JSON,Jupyter Notebook,Mailspring,gd.json,lang/app,json
3964,00f0bb3ced4bd7e6c4b24e1c68a0d0b16bf67c1e,8570,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,keymap.c,danielhklein/keymaps/nyquist/keebio/keyboards,c
3965,00f0bb498fe2d96553765648cc3e6b52f2d97be3,7412,/ssd/swh-datasets/blobs-C,text/plain,CoffeeScript,Hack,Mailspring,thread-list-spec.cjsx,spec/thread-list/internal_packages,cjsx
3966,00f0bc2632d745b42d277b00767888d894ebab12,91124,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,fileio.c,programs,c
3967,00f0c3a3d28afb1a34883e1fb1690ba5bd99d8f1,4050,/ssd/swh-datasets/blobs-C,text/x-c,C,GLSL,darknet,blas.c,src,c
3968,00f0d3e57e11b04d2d29ab242ad35fa2a5b8bae9,6817,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,4pack/40percentclub/keyboards,h
3969,00f0fba84701024803e0c5e2da159964e73b57fe,396,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,openwrt,120-compile_fix.patch,patches/carl9170/package,patch
3970,00f10a0c384f44cb2bf652c3b72f41ba7364ef6a,15880,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,sway,handlers.c,sway,c
3971,00f1301d261763c16c1f58de0fd9ce3167c29187,3452,/ssd/swh-datasets/blobs-C,image/png,TeX,Shell,Mailspring,1f1e9-1f1ff.png,apple/composer-emoji/images/static,png
3972,00f164a4135bb8a9bade40fea34696c27fed7b31,2284,/ssd/swh-datasets/blobs-C,text/x-c,C,C++,libuv,test-process-title.c,test,c
3973,00f1670890151c350f680d4b6605d0d0c7d2c454,1600,/ssd/swh-datasets/blobs-C,text/plain,JavaScript,JavaScript,Tasmota,extra.js,javascripts/reference/docs/freetype/libesp32_lvgl/lib,js
3974,00f16e0e4576c30884a26ac8b8714b5eb6d9cf5c,34591,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,task.h,kern/osfmk,h
3975,00f171b781db86c02787d37f9b552a7590194a92,1415,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,cmd-has-session.c,,c
3976,00f17c1da874f747be7a24eb61e08cf7b589e5d9,1262,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lvgl,gifdec.h,gif/libs/extra/src,h
3977,00f189b04fb26e6cc6b1d6b14541ef69b92d961a,218942,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lede,testmode_ioctl.c,ate/mt_wifi/src/mt7615d/drivers/mt/lean/package,c
3978,00f193412910b71a87e2aeee7f8ed7b81c1b2513,4620,/ssd/swh-datasets/blobs-C,text/x-c,C++,Propeller Spin,qmk_firmware,keymap.c,iso/keymaps/kbd75/keyboards,c
3979,00f19f3c4d36c3df4c485b3edd8380d187d8564b,25729,/ssd/swh-datasets/blobs-C,text/x-c,C,C,ijkplayer,ff_ffplay_def.h,ijkplayer/ijkmedia,h
3980,00f1a0e7e6a4ddda1165f25289acb5e6fd97e91f,16440,/ssd/swh-datasets/blobs-C,text/x-c,C,C,openwrt,mtk_eth_soc.h,ralink/ethernet/net/drivers/files/ramips/linux/target,h
3981,00f1a44f8beab3ea9823641c398ee8cf206268af,10398,/ssd/swh-datasets/blobs-C,text/x-c,C,C,sway,tray.c,tray/swaybar,c
3982,00f1b0150137cbc8888934be2e4430d3269affba,4121,/ssd/swh-datasets/blobs-C,text/x-c,C,SQL,qmk_firmware,keymap.c,via/keymaps/seigaiha/yiancardesigns/keyboards,c
3983,00f1b775cf13345e0cf7a3dfea658c685bf2d7e9,2627,/ssd/swh-datasets/blobs-C,text/x-c,C,Roff,curl,CURLOPT_FTP_SKIP_PASV_IP.3,opts/libcurl/docs,3
3984,00f1bcf8e0d33d55be9a257b46890da5c3ff9cec,2872,/ssd/swh-datasets/blobs-C,application/x-object,DM,Shell,Ventoy,part_acorn.mod,arm64-efi/grub/INSTALL,mod
3985,00f1e55a7d2b40023547c3063ccbe0a6b67359c5,149,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,skynet,Makefile,connection,
3986,00f1e722ea248b2a24f50803658f89bfa2241de5,5734,/ssd/swh-datasets/blobs-C,text/x-c,C,C,nginx,ngx_http_proxy_handler.c,proxy/modules/http/src,c
3987,00f20323b44662dcdef4e474085c4546d20333d7,6541,/ssd/swh-datasets/blobs-C,text/x-c,C,C,libuv,core.c,win/src,c
3988,00f2038bf0e172520c250ad2316984859811c969,239,/ssd/swh-datasets/blobs-C,text/plain,INI,Debian Package Control File,openwrt,kmod-usb-serial-mct-u232.control,control/linux/target/openwrt,control
3989,00f20c19b5c5366fa9a0cf3c4155057d2e4de062,31192,/ssd/swh-datasets/blobs-C,text/x-c,C,SQL,Tasmota,xdrv_42_i2s_audio.ino,tasmota,ino
3990,00f2102fde1b0fd2a1c5a1fdf1722603d767076d,2100,/ssd/swh-datasets/blobs-C,text/x-diff,C,Perl,openwrt,0030-Fix-entries-in-etc-hosts-disabling-static-leases.patch,patches/dnsmasq/services/network/package,patch
3991,00f21a658f00169a7cf0c42e5285884393611c47,486,/ssd/swh-datasets/blobs-C,text/x-python,Shell,Nit,micropython,hwconfig_dragonboard410c.py,hwapi/examples,py
3992,00f21a81bfa82cc24d1c92714736457a526011af,409,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,redis,bug_report.md,ISSUE_TEMPLATE/.github,md
3993,00f260d5adb064880ad45f9a555b763f07db5fcd,9344,/ssd/swh-datasets/blobs-C,text/x-c,C,C,Tasmota,xdrv_52_3_berry_webserver.ino,tasmota,ino
3994,00f264b35ba0d347d96b8c98ff189ce6215bcf0b,14372,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,lvgl,lv_style.h,lv_core/src,h
3995,00f272a55aca649042db4e287ae4d35b7965d432,13122,/ssd/swh-datasets/blobs-C,text/x-c,C,C,Tasmota,xsns_15_mhz19.ino,sonoff,ino
3996,00f279d547f3af85e9fceccaa3255bbd32f568b3,6542,/ssd/swh-datasets/blobs-C,text/x-c,C,C,timescaledb,cross_module_fn.h,src,h
3997,00f298f36e61458b1e92a1a4525b5e1071d0a8ca,34387,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,route.c,net/bsd,c
3998,00f2a05cb977fd94d7394902a36e14c4662c6cc6,19036,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,curl,cyassl.c,vtls/lib,c
3999,00f2a6af13ba93f9f804c8551bcc8c4325a979c9,4964,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Ring,openwrt,config-5.10,realtek/linux/target,10
4000,00f2a723abe91ab5f1a6c311481e2311eecb8b59,53641,/ssd/swh-datasets/blobs-C,text/x-c,C,C++,qmk_firmware,MK22F51212_crc.h,MK22F51212/device/TARGET_K22F/TARGET_KPSDK_MCUS/TARGET_Freescale/hal/targets/mbed/libraries/mbed-sdk/mbed/tool/tmk_core,h
4001,00f2a9cffbb31157a7386d9819e2cdac925ee287,2123,/ssd/swh-datasets/blobs-C,text/x-c,C,SQL,qmk_firmware,keymap.c,default/keymaps/rorschach/keebio/keyboards,c
4002,00f2aaf14dc284e0c3752d867937acb5424e9e4f,16803,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,tig,tig.c,src,c
4003,00f2b8e9dca962a2e1ac90c9c29c75ba60ff3162,7646,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,matrix.c,promethium/handwired/keyboards,c
4004,00f2de6e1dca3a68c809053e8f54b3547b86c04c,2002,/ssd/swh-datasets/blobs-C,text/plain,INI,TextMate Properties,obs-studio,sr-CS.ini,locale/data/frontend-tools/frontend-plugins/UI,ini
4005,00f2e781103a0a887b2c05e0e0c55f8688f7d381,7265,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,macropad/keyboards,h
4006,00f2f39c7dc8c1eaf00b3ed322c21752ab614ca7,1382,/ssd/swh-datasets/blobs-C,text/x-c,C,C,ijkplayer,ff_ffinc.h,ijkplayer/ijkmedia,h
4007,00f2f81ab421b13dd97ed19793c540ad7f5fd1d4,575,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,openwrt,login.sh,bin/files/base-files/package,sh
4008,00f32a4a50fece7cefe5c0bfb4b79a5e1053f3f7,2751,/ssd/swh-datasets/blobs-C,text/x-c,C,C,libui,draw.c,gtkarea,c
4009,00f32b1e44ed19ed80242225707ff940fe0960d4,2043,/ssd/swh-datasets/blobs-C,text/plain,SQL,Raku,timescaledb,timescaledb_fdw.out,expected/test/tsl,out
4010,00f32c89480be12c15e256b19f1965df89912805,1138,/ssd/swh-datasets/blobs-C,text/plain,Lua,Lua,skynet,watchdog.lua,service,lua
4011,00f32fa2994e143904fa09da4ccbc8b07a994bac,915,/ssd/swh-datasets/blobs-C,text/plain,Dockerfile,INI,Mailspring,Dockerfile,,
4012,00f3311a0d3b96f5f07db33e6c03732f2bcae0a2,32031,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,openwrt,030-bcm47xx-bcma-nandflash.patch,patches-3.3/brcm47xx/linux/target,patch
4013,00f33ba21091e9790bb93befc27825a3f86ef1e3,4958,/ssd/swh-datasets/blobs-C,text/x-c++,C#,C#,HandBrake,frmAddPreset.Designer.cs,C#/win,cs
4014,00f34dffa199c15f39acbbd29a4e9bae7229ef08,2037,/ssd/swh-datasets/blobs-C,text/x-diff,C,Perl,openwrt,202-ag71xx-Run-ag71xx_link_adjust-only-when-needed.patch,patches-5.4/ath79/linux/target,patch
4015,00f3514724c9269670b5a33128b85eeb4050fda5,2337,/ssd/swh-datasets/blobs-C,text/x-makefile,Makefile,Makefile,micropython,Makefile,teensy,
4016,00f36c7c2760d2b8dc9d1c850cc08e3e882420bf,11052,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,window-client.c,,c
4017,00f37b9d43b4d301ea44b6d938e6e0c7589940c7,4162,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,paste.c,,c
4018,00f38193c934ac3b5540aa04b0ea490ac6239b8d,5125,/ssd/swh-datasets/blobs-C,text/plain,SQL,Roff,timescaledb,continuous_aggs_bgw_drop_chunks.out,expected/test/tsl,out
4019,00f394387b968f4ddab7335c57c3f404860dcd02,986,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,lede,950-0196-media-videodev2-Add-helper-defines-for-printing-FOUR.patch,patches-4.19/brcm2708/linux/target,patch
4020,00f3a157a4f26e1e23867a9aa2ddad92873946a9,19446,/ssd/swh-datasets/blobs-C,text/x-c,C,C,libsodium,pwhash.c,default/test,c
4021,00f3e789d6bac20098e3625d3e55814a382c60b2,167610,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,zstd_compress.c,compress/lib,c
4022,00f4029e2015389596a733358c4a64d57c403105,11552608,/ssd/swh-datasets/blobs-C,text/plain,JavaScript,X BitMap,netdata,2.3123f37d.chunk.js.map,js/static/dashboard/gui/web,map
4023,00f41cd04dbc17215a69d9ad768f31c9fa5db25a,16596,/ssd/swh-datasets/blobs-C,text/x-c,C,C,obs-studio,ff-demuxer.c,libff/libff/deps,c
4024,00f426726e5e8eec7d3aaa800a6b54e770178fce,1319,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,ek87/eniigmakeyboards/keyboards,mk
4025,00f427ade40039c9ea6b5af252632a3ac9a05ba6,24437,/ssd/swh-datasets/blobs-C,text/x-m4,Shell,M4Sugar,curl,cares-compilers.m4,m4/ares,m4
4026,00f4352eb32bb82e46acf47006a5fc14a45bd4ad,164,/ssd/swh-datasets/blobs-C,text/plain,JavaScript,Objective-J,Tasmota,enumvalues_8.js,search/html/doxygen/docs/IRremoteESP8266-2.7.12/lib_basic/lib,js
4027,00f4500469e7d1a551b3edd60e301ea75c2748b5,3124,/ssd/swh-datasets/blobs-C,text/x-c,C,Propeller Spin,qmk_firmware,keymap.c,via/keymaps/v1x_oled/dumbpad/keyboards,c
4028,00f45a8908c6b525411d46db8a69a02f67a28c3a,498,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,openwrt,40_mount_jffs2,preinit/lib/files/base-files/package,
4029,00f4b5d358a51434c8da94a17052692c6f62f796,918,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,rev1/m65/keyboards,mk
4030,00f4b660a040e5251f63bb0aa7f2295374178c1b,2765,/ssd/swh-datasets/blobs-C,text/plain,INI,CoffeeScript,qmk_firmware,rules.mk,gh60/keyboards,mk
4031,00f4bde5c5f14bf46e265ff48165bf76198f852d,3923,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,ipc_hash.h,ipc/osfmk,h
4032,00f4c4976bdbc02d0d193f83cc240314be68ba38,17756,/ssd/swh-datasets/blobs-C,text/plain,Julia,Perl,timescaledb,append_x_diff.out,expected/test,out
4033,00f4d7eb318ee0b4971ab96a37b1ebe9574989bd,76492,/ssd/swh-datasets/blobs-C,text/x-c,C,C,curl,schannel.c,vtls/lib,c
4034,00f506bb438438fb6fe07503cdae42374ea088e0,3133,/ssd/swh-datasets/blobs-C,text/x-c,C,SourcePawn,qmk_firmware,keymap.c,default/keymaps/pill60/handwired/keyboards,c
4035,00f50e82ae3bb1b9a7c8b56b5007f55b471c93d2,19627,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,kdp.c,kdp/osfmk,c
4036,00f5169f3a98aadc11981e3fdd120265f18c431b,3992,/ssd/swh-datasets/blobs-C,text/x-java,TypeScript,JavaScript,Mailspring,search-bar-util.es6,lib/thread-search/internal_packages/app,es6
4037,00f5242f92e81ec46f821d72329f7c4a63ac75f3,2303,/ssd/swh-datasets/blobs-C,text/plain,CMake,CMake,curl,CMakeLists.txt,server/tests,txt
4038,00f52b0b188731961d9e3d7acdf98bc873579cc0,1574,/ssd/swh-datasets/blobs-C,text/x-c,C++,C++,timescaledb,txn_persistent_record.c,remote/src/test/tsl,c
4039,00f5337b0166198eb69e9b65e8a071b5b16556e2,5654,/ssd/swh-datasets/blobs-C,text/plain,Lua,Lua,skynet,sproto.lua,lualib,lua
4040,00f53cdfe834d71c77dc06b91be53d0d5c9a18cc,25212,/ssd/swh-datasets/blobs-C,text/x-c++,Objective-C,C++,darwin-xnu,IOServicePMPrivate.h,Kernel/iokit,h
4041,00f5412d9227882f9fdf159bd730eba28165478e,13560,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Ring,openwrt,config-5.4,mt7629/mediatek/linux/target,4
4042,00f552c9c961a79ae50d4054daeac413596886f0,1101,/ssd/swh-datasets/blobs-C,text/plain,XML,XSLT,qmk_firmware,lufa_asfmanifest_transform.xslt,VSIX/StudioIntegration/LUFA/lufa/lib,xslt
4043,00f565dfd7f6846ee27a671a339f5ee703439eb9,4831,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,curl,BINDINGS,docs,
4044,00f58d1cb367b4e0bfeffa5ed45424c0bafa150b,60673,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,tty.c,,c
4045,00f5c14b6cc48c2ae27b5b2505fc7f298b3b171f,1218,/ssd/swh-datasets/blobs-C,image/png,XML,XML,Mailspring,tagging-checkbox@2x.png,labels/images/static,png
4046,00f5cda6ac6e02e4eb29e6e71a3ea93319a93ee3,28651,/ssd/swh-datasets/blobs-C,text/x-c,C,X BitMap,qmk_firmware,bongocat.c,torn/keyboards,c
4047,00f5fa2f20a671915ddcbdc86908c5fb31016f82,19012,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,raylib,Makefile,src,
4048,00f609b2827f800243786c825415b391bd6ea24b,1470,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,babyv/eyeohdesigns/keyboards,h
4049,00f6336175a0fff2e53fbef77bec1a2a558f1102,2527,/ssd/swh-datasets/blobs-C,text/x-python,Python,Python,netdata,phpfpm.chart.py,python.d,py
4050,00f639dbac5659dc395da7ce51dcd0b987073fbe,59710,/ssd/swh-datasets/blobs-C,text/plain,Groovy,RPC,masscan,project.pbxproj,masscan.xcodeproj/xcode4,pbxproj
4051,00f63d3622312650db12f1b3d733497dbaf290fe,2874,/ssd/swh-datasets/blobs-C,text/plain,Python,Python,qmk_firmware,kle2json.py,cli/qmk/python/lib,py
4052,00f6426e36063d64e5cca82ae76829e8a1ddcd3e,1793,/ssd/swh-datasets/blobs-C,text/x-c,C,C,nginx,ngx_win32_config.h,win32/os/src,h
4053,00f65b3e0ba7b803d4f456f655ab6bb5128fd965,22699,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,audit_arg.c,audit/security/bsd,c
4054,00f664a44ff8f40d6cc063936222c218c550353a,1670,/ssd/swh-datasets/blobs-C,text/x-c,C,C,brotli,block_splitter.h,enc,h
4055,00f685e410407b43b941b2c8c3840b68b965f23c,21692,/ssd/swh-datasets/blobs-C,text/plain,Markdown,RUNOFF,curl,README.curl,,curl
4056,00f69024db91c0e35161361ac79ee5ad8abca740,6058,/ssd/swh-datasets/blobs-C,text/x-c,Assembly,Unix Assembly,darwin-xnu,cswitch.s,i386/osfmk,s
4057,00f69a551247561aa29ecf8b7c6549c3c282cc66,33414,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,curl,curl_ntlm_msgs.c,lib,c
4058,00f6a7db0772df0c75ae869490ed2358af73cf5a,7957,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,openwrt,diag.sh,etc/base-files/ar71xx/linux/target,sh
4059,00f6bd292c05ad28d277401c919bac0c40c07457,1588,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,ymd75/keyboards,h
4060,00f6bda3bd1284404d02f98c136a557e16406c9a,467,/ssd/swh-datasets/blobs-C,text/plain,INI,Altium Designer,obs-studio,fi-FI.ini,locale/data/obs-x264/plugins,ini
4061,00f6c3fe166df35a2cdd7f6abd934f6d0246b5ef,44032,/ssd/swh-datasets/blobs-C,text/plain,INI,INI,obs-studio,en-US.ini,locale/data/UI,ini
4062,00f6e329e11a88656f8fbb49a69a78f0bf0e6ef8,21,/ssd/swh-datasets/blobs-C,text/x-c,INI,C++,qmk_firmware,myskeeb.c,myskeeb/handwired/keyboards,c
